Unique ID	Name	Color	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Traits	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Silver Age Legal	Commoner Legal	LL Legal
hRLzQChgG7cPDkkhhC6MM	Draco Fire	Red	1	0						Draconic, Instant								"Your next Draconic attack this turn gets +2{p} and costs {r} less to play or activate.

While this is in your graveyard, at the start of your turn, you may banish 2 cards named Draco Fire from your graveyard. If you do, gain {r}."	Draconic Instant				No	No	
78FGMN9nn9QR9FDzC9z68	Dracona Optimai				6		6		X	Draconic, Illusionist, Dragon, Ally								Whenever Dracona Optimai attacks a hero, reveal the top 3 cards of your deck. He deals arcane damage equal to twice the number of red cards revealed this way to them or ally they control.	Draconic Illusionist - Dragon Ally				No	No	
fBWjpTwLWrMWRRwdbztRd	Drag Down	Red	1	0		0				Generic, Defense Reaction								When this defends an attack, the attack gets -3{p}.	Generic Defense Reaction						
BWzDHWcRKC7nLCnT9NWnb	Drag Down	Yellow	2	0		0				Generic, Defense Reaction								When this defends an attack, the attack gets -2{p}.	Generic Defense Reaction						
QCKRPnMGTCBhwWKN68hmr	Drag Down	Blue	3	0		0				Generic, Defense Reaction								When this defends an attack, the attack gets -1{p}.	Generic Defense Reaction						
QGp9LdRwfGKzQnpHrbJtN	Dragon Power	Red	1	1	4	3				Ninja, Action, Attack								When this attacks, if it is Draconic, it gets +3{p}.	Ninja Action - Attack					No	
H9JwchwDzHrRr8Ldkwwtw	Dragon Power	Yellow	2	1	3	3				Ninja, Action, Attack								When this attacks, if it is Draconic, it gets +3{p}.	Ninja Action - Attack					No	
dbTzPk8nMMBcPzTnnnDRk	Dragon Power	Blue	3	1	2	3				Ninja, Action, Attack								When this attacks, if it is Draconic, it gets +3{p}.	Ninja Action - Attack					No	
nFBgGfC6HwTwNFCgmnCRn	Dragons of Legend									Invocation, Placeholder Card								"Dracona Optimai - 1 pitch, 6 cost, 3 block

Tomeltai - 1 pitch, 5 cost, 3 block

Dominia - 1 pitch, 4 cost, 3 block

Azvolai - 1 pitch, 0 cost, 3 block

Cromai - 1 pitch, 0 cost, 3 block

Kyloria - 1 pitch, 1 cost, 3 block

Miragai - 1 pitch, 1 cost, 3 block

Nekria - 1 pitch, 3 cost, 3 block

Ouvia - 1 pitch, 2 cost, 3 block

Themai - 1 pitch, 2 cost, 3 block

Vynserakai - 1 pitch, 3 cost, 3 block

Yendurai - 1 pitch, 1 cost, 3 block

You may put this in your deck in place of an invocation you own. Mark the box next to the dragon's name this invokes. When this card is played or put into your graveyard, swap it for the invocation card."	Invocation Placeholder Card						
Tn6HrNTBn7GQJt8pGTLwQ	Dragonscaler Flight Path					1				Draconic, Equipment, Legs		Battleworn	Instant		Go again			"**Instant** - {r}{r}{r}, destroy this: Target Draconic attack gets **go again**. If it's a weapon or ally attack, you may attack with it an additional time this turn. This ability costs {r} less to activate for each Draconic chain link you control.

**Battleworn**"	Draconic Equipment - Legs				No	No	
hwD7gkp8L8WgQjjdGPdtD	Dramatic Pause	Red	1	0						Guardian, Instant, Aura		Suspense						"**Suspense**

When this enters the arena, target defending action card gets +3{d} this chain link."	Guardian Instant - Aura						
RGWMn6WwnDpnmB7HHB7jz	Dramatic Pause	Yellow	2	0						Guardian, Instant, Aura		Suspense						"**Suspense**

When this enters the arena, target defending action card gets +2{d} this chain link."	Guardian Instant - Aura						
pQNwNwRMwLPkfq96NB7GP	Dramatic Pause	Blue	3	0						Guardian, Instant, Aura		Suspense						"**Suspense**

When this enters the arena, target defending action card gets +1{d} this chain link."	Guardian Instant - Aura						
L9p7KwzTpjnpPGqjnDgqn	Draw Back the Hammer	Red	1	1		2				Mechanologist, Action		Go again						"Your next Mechanologist attack this turn gets +4{p}.

You may {u} a gun you control.

**Go again**"	Mechanologist Action						
bnCP8zG8wBkghLtnppFqw	Draw Swords	Red	1	3		3				Warrior, Action		Go again						"Your next Warrior attack this turn gets +3{p}.

Draw a card.

**Go again**"	Warrior Action						
kNBgrQWKRDrDb97mWjKpz	Draw Swords	Yellow	2	3		3				Warrior, Action		Go again						"Your next Warrior attack this turn gets +2{p}.

Draw a card.

**Go again**"	Warrior Action						
fbfLBzMKtdBhJDLbBrPtg	Draw Swords	Blue	3	3		3				Warrior, Action		Go again						"Your next Warrior attack this turn gets +1{p}.

Draw a card.

**Go again**"	Warrior Action						
tfzkkkrLtW9kkWFjpPLQP	Draw a Crowd	Blue	3	2		3				Guardian, Action, Aura		Go again						"**Go again**

When this enters the arena, each hero draws a card.

At the beginning of your action phase, destroy this, then the next Guardian attack action card you play this turn gets +3{p}."	Guardian Action - Aura					No	
P9zCBnmGGJLqgH79R89Br	Drawing Dead	Yellow	2	0		3				Warrior, Attack Reaction					Wager			Target sword attack gets +1{p} and **wagers** with the defending hero. The winner discards a card.	Warrior Attack Reaction					No	
bcRQrmgfTf9JdHgHJJNNT	Drawn to the Blade	Yellow	2	0		3				Warrior, Action		Sharpen, Go again						"**Sharpen** target sword you control.

If it has 2 or more +1{p} counters, the next time it hits this turn, draw a card.

**Go again**"	Warrior Action				No	No	
FWdhrBqFCH9nqqmRGPcTL	Drawn to the Dark Dimension	Red	1	2	3	3				Runeblade, Action, Attack								"This costs {r} less to play for each Runechant you control.

When this attacks, draw a card."	Runeblade Action - Attack						
fDnDDNRg7WC6tfmFgz9LC	Drawn to the Dark Dimension	Yellow	2	2	2	3				Runeblade, Action, Attack								"This costs {r} less to play for each Runechant you control.

When this attacks, draw a card."	Runeblade Action - Attack						
PMm7cqpbBL7wGwbqcqMcz	Drawn to the Dark Dimension	Blue	3	2	1	3				Runeblade, Action, Attack								"This costs {r} less to play for each Runechant you control.

When this attacks, draw a card."	Runeblade Action - Attack						
p76hRkCFwWPHGjzNmD9PP	Dread Screamer	Red	1	2	6	3				Shadow, Brute, Action, Attack		Go again, Blood Debt						"As an additional cost to play this, banish 3 random cards from your graveyard.

If a card with 6 or more {p} is banished this way, this gets **go again**.

**Blood Debt**"	Shadow Brute Action - Attack						
c7FDjdpBGckCWwFJJBqFK	Dread Screamer	Yellow	2	2	5	3				Shadow, Brute, Action, Attack		Go again, Blood Debt						"As an additional cost to play this, banish 3 random cards from your graveyard.

If a card with 6 or more {p} is banished this way, this gets **go again**.

**Blood Debt**"	Shadow Brute Action - Attack						
9DfC6LTGhFKkzPTfnGMGg	Dread Screamer	Blue	3	2	4	3				Shadow, Brute, Action, Attack		Go again, Blood Debt						"As an additional cost to play this, banish 3 random cards from your graveyard.

If a card with 6 or more {p} is banished this way, this gets **go again**.

**Blood Debt**"	Shadow Brute Action - Attack						
cpF9wnTcmHLtGWND7hbKF	Dread Scythe				3				1	Runeblade, Weapon, Scythe, 2H			Once per Turn Action	Attack				"**Once per Turn Action** - {r}{r}{r}: **Attack**

When this attacks a hero, deal 1 arcane damage to them.

When this deals damage to a hero, they can't gain {h} during their next action phase."	Runeblade Weapon - Scythe (2H)				No	No	
HtQhWhjqqqtPNWbzNPjPf	Dread Triptych	Blue	3	3	4	3				Runeblade, Action, Attack								"When this attacks, if you've played a non-attack action card this turn, create a Runechant token.

When this attacks, if you've dealt arcane damage this turn, create a Runechant token.

When this hits, create a Runechant token."	Runeblade Action - Attack				No	No	
7WhjMkMzcRQ9M7cpzFcpH	Dreadbore									Ranger, Weapon, Bow, 2H			Once per Turn Action	Go again				"**Once per Turn Action** - {r}: You may put an arrow card from your hand face-up into your arsenal. If you do, it gets +1{p} until end of turn. **Go again**

Arrows you control get ""Defense reactions can't be played from hand this chain link."""	Ranger Weapon - Bow (2H)				No	No	
CQbkJKNDtz8TkbPcb6hbF	Dream Weavers					0				Illusionist, Equipment, Arms		Spellvoid 1	Action	Go again		Phantasm		"**Action** - Destroy this: The next Illusionist attack action card you play this turn loses and can't gain **phantasm**. **Go again**

**Spellvoid 1**"	Illusionist Equipment - Arms						
6GbtFTnH86TCFdKLMdrPk	Driftwood Quiver									Ranger, Equipment, Quiver		Riptide Specialization	Instant					"**Riptide Specialization**

**Instant** - Destroy this: Put a card from your arsenal on the bottom of your deck."	Ranger Equipment - Quiver						
fjQhNWhnfzCbn8L9d8gjT	Drill Shot	Red	1	0	4	3				Ranger, Action, Arrow, Attack		Piercing 1						"If this has an aim counter, it gets **piercing 1**.

When this hits a hero, put a -1{d} counter on an equipment they control."	Ranger Action - Arrow Attack					No	
cCncrjr8QBWBmQRnwjPdp	Drill Shot	Yellow	2	0	3	3				Ranger, Action, Arrow, Attack		Piercing 1						"If this has an aim counter, it gets **piercing 1**.

When this hits a hero, put a -1{d} counter on an equipment they control."	Ranger Action - Arrow Attack					No	
gK8d8WKtqrRJKcNhff8Md	Drill Shot	Blue	3	0	2	3				Ranger, Action, Arrow, Attack		Piercing 1						"If this has an aim counter, it gets **piercing 1**.

When this hits a hero, put a -1{d} counter on an equipment they control."	Ranger Action - Arrow Attack					No	
G9mhTdpGKD9kzDnBtgdkP	Drink 'Em Under the Table	Red	1	4	8	3				Guardian, Action, Attack		Betsy Specialization, Wager						"**Betsy Specialization**

When this attacks a hero, you may **wager** with them. The winner draws a card, and the other hero discards a card."	Guardian Action - Attack				No	No	
GH7npwLtcpTqqpKRzdnNg	Drinking Buddy	Red	1	2	6	3				Generic, Action, Attack		Go again						When this attacks, each hero may search their deck for an item with Potion or Brew in its name and put it into the arena. Each hero that does, shuffles their deck. If two or more heroes put a card into the arena this way, this gets **go again**.	Generic Action - Attack				No	No	
GjBLFNBbqRDNHcgKcFnnP	Drive Brake					1				Mechanologist, Equipment, Legs		Battleworn					Boost	"Whenever you banish a Hyper Driver from boosting, remove a -1{d} counter from this.

**Battleworn**"	Mechanologist Equipment - Legs				No	No	
gDcKMbmQqDqD6mkWBTqq8	Driving Blade	Red	1	2		3				Warrior, Action		Go again			Go again			"Your next weapon attack this turn gets +3{p} and **go again**.

**Go again**"	Warrior Action						
RLjzjPgc67fWrMNjjLtBm	Driving Blade	Yellow	2	2		3				Warrior, Action		Go again			Go again			"Your next weapon attack this turn gets +2{p} and **go again**.

**Go again**"	Warrior Action						
N7zmTD6zCgLQQzqWg8fgQ	Driving Blade	Blue	3	2		3				Warrior, Action		Go again			Go again			"Your next weapon attack this turn gets +1{p} and **go again**.

**Go again**"	Warrior Action						
Dz6FcRBNMFdBt9fJPMB7d	Dromai						20	4		Draconic, Illusionist, Hero, Young					Go again			"Whenever you pitch a red card, create an Ash token.

If you've played a red card this turn, your dragon attacks get **go again**."	Draconic Illusionist Hero - Young			No			No
PrJkWBKNgtNdzhqhWLGFw	Dromai, Ash Artist						40	4		Draconic, Illusionist, Hero					Go again			"Whenever you pitch a red card, create an Ash token.

If you've played a red card this turn, your dragon attacks get **go again**."	Draconic Illusionist Hero		No		No	No	
9bQFfTFGQWJFWrcJnfQgz	Drone of Brutality	Red	1	2	6	2				Generic, Action, Attack								If this would be put into your graveyard from anywhere, instead put it on the bottom of your deck.	Generic Action - Attack					No	
Nhmj8MBNCmWFC68JkhkNC	Drone of Brutality	Yellow	2	2	5	2				Generic, Action, Attack								If this would be put into your graveyard from anywhere, instead put it on the bottom of your deck.	Generic Action - Attack					No	
hJt6FwT8mhQbcWQLzgHMT	Drone of Brutality	Blue	3	2	4	2				Generic, Action, Attack								If this would be put into your graveyard from anywhere, instead put it on the bottom of your deck.	Generic Action - Attack					No	
pBTGtg7LJbjTBWDGQDknH	Drop of Dragon Blood	Red	1	2						Draconic, Instant		Legendary						"**Legendary**

This costs {r} less to play for each Draconic chain link you control.

Gain {r}. Draw a card."	Draconic Instant					No	
nzhkqMtnDtP7HP8NRWpTP	Drop the Anchor	Red	1	0		2				Ranger, Action		Go again						"Your next arrow attack this turn gets +3{p} and ""When this hits a hero, {t} them and all allies they control.""

**Go again**"	Ranger Action					No	
gzdhT8FLprLrfPNCdNtR7	Droplet	Blue	3	0	2	2				Mystic, Action, Attack								If you've played another blue card this turn, this gets +2{p}.	Mystic Action - Attack						
rB8rmFM8LLnw7BNFPbNtW	Drowning Dire	Red	1	2	5	3				Runeblade, Action, Attack		Dominate						"If you've played or created an aura this turn, this gets **dominate**.

When this hits, you may put a non-attack action card from your graveyard on the bottom of your deck."	Runeblade Action - Attack						
8C6bzbM9ffCRDrLP8H9hg	Drowning Dire	Yellow	2	2	4	3				Runeblade, Action, Attack		Dominate						"If you've played or created an aura this turn, this gets **dominate**.

When this hits, you may put a non-attack action card from your graveyard on the bottom of your deck."	Runeblade Action - Attack						
GhDWNg68bbPjPMPcGfK7Q	Drowning Dire	Blue	3	2	3	3				Runeblade, Action, Attack		Dominate						"If you've played or created an aura this turn, this gets **dominate**.

When this hits, you may put a non-attack action card from your graveyard on the bottom of your deck."	Runeblade Action - Attack						
c98tqCFBpDpkCNbkkT8mg	Dry Powder Shot	Red	1	0	3	3				Ranger, Action, Arrow, Attack								When this is put face-up into your arsenal, it gets +2{p} this turn.	Ranger Action - Arrow Attack						
FnPjLR9FPNJzBcJpCf8mQ	Dual Threat	Yellow	2	0		3				Generic, Action		Go again						"If you've attacked with a weapon this turn, the next attack action card you play this turn gets +3{p}.

If you've attacked with an attack action card this turn, your next weapon attack this turn gets +3{p}.

**Go again**"	Generic Action				No	No	
d8Hz9pLqTcWgzGG6WD6Gz	Duelist Gauntlets					1				Warrior, Equipment, Arms		Battleworn	Attack Reaction					"**Attack Reaction** - {r}, destroy this: Target sword attack gets ""Reaction cards get -1{d} while defending this.""

**Battleworn**"	Warrior Equipment - Arms						
FttqpkcRJMrzDTmzGGhBC	Dumpster Dive	Red	1	1	4	3				Mechanologist, Action, Attack		Boost						"**Boost**
 
If an item or equipment was banished from **boosting** this, this gets +1{p}."	Mechanologist Action - Attack						
NwfNrcDCKznDRKzdbcpTP	Dumpster Dive	Yellow	2	1	3	3				Mechanologist, Action, Attack		Boost						"**Boost**
 
If an item or equipment was banished from **boosting** this, this gets +1{p}."	Mechanologist Action - Attack						
nbJdjHJjHRjNNQhdpCrDF	Dumpster Dive	Blue	3	1	2	3				Mechanologist, Action, Attack		Boost						"**Boost**
 
If an item or equipment was banished from **boosting** this, this gets +1{p}."	Mechanologist Action - Attack						
RFF6Bj8MJNDJLQG9kkpq8	Dunebreaker Cenipai	Red	1	1	5	3				Draconic, Illusionist, Action, Attack		Phantasm, Go again						"**Phantasm**

When this is destroyed, create an Ash token.

**Go again**"	Draconic Illusionist Action - Attack						
C89BtPGzhFfFBmBtLPJw7	Dunebreaker Cenipai	Yellow	2	1	4	3				Draconic, Illusionist, Action, Attack		Phantasm, Go again						"**Phantasm**

When this is destroyed, create an Ash token.

**Go again**"	Draconic Illusionist Action - Attack						
MhjRwG9PN8QWqkr7bnTHH	Dunebreaker Cenipai	Blue	3	1	3	3				Draconic, Illusionist, Action, Attack		Phantasm, Go again						"**Phantasm**

When this is destroyed, create an Ash token.

**Go again**"	Draconic Illusionist Action - Attack						
gzLPbbGKHBB9fKJdkGdJg	Durendal				3					Warrior, Weapon, Sword, 2H			Once per Turn Action	Attack				"**Once per Turn Action** - {r}: **Attack**

If this has a +1{p} counter, reaction cards get -1{d} while defending it."	Warrior Weapon - Sword (2H)				No	No	
kPfFLfQ8phzz6tpjd9gMb	Dusk Path Pilgrimage	Red	1	1		3				Warrior, Action		Go again						"Your next weapon attack this turn gets +3{p} and ""When this hits, you may attack an additional time with this weapon this turn.""

**Go again**"	Warrior Action					No	
GwqcBWBWfNQkW8tzBhfLc	Dusk Path Pilgrimage	Yellow	2	1		3				Warrior, Action		Go again						"Your next weapon attack this turn gets +2{p} and ""When this hits, you may attack an additional time with this weapon this turn.""

**Go again**"	Warrior Action					No	
ntr99CMKDbhqRkBRFMbJN	Dusk Path Pilgrimage	Blue	3	1		3				Warrior, Action		Go again						"Your next weapon attack this turn gets +1{p} and ""When this hits, you may attack an additional time with this weapon this turn.""

**Go again**"	Warrior Action					No	
HkDzFgnhCBGn6K9w7RWtC	Duskblade				2					Runeblade, Weapon, Sword, 2H			Once per Turn Action	Attack				"**Once per Turn Action** - {r}: **Attack**

When this attacks, if you've played an attack action card and a non-attack action card this turn, put a +1{p} counter on this.

At the beginning of your end phase, if you haven't played an attack action card and a non-attack action card this turn, remove all +1{p} counters from this."	Runeblade Weapon - Sword (2H)				No	No	
w9NMmfttRBHm6fwjHhQbk	Dust Runner Outlaw	Red	1	1	4	2				Draconic, Ninja, Action, Attack		Go again						**Go again**	Draconic Ninja Action - Attack						
m6TdpWNzf8mTDPrMNbN9q	Dust Runner Outlaw	Yellow	2	1	3	2				Draconic, Ninja, Action, Attack		Go again						**Go again**	Draconic Ninja Action - Attack						
JjcbfdJBzNznwtrHkDN98	Dust Runner Outlaw	Blue	3	1	2	2				Draconic, Ninja, Action, Attack		Go again						**Go again**	Draconic Ninja Action - Attack						
NJkbhctpNJqK9FRDBmzKr	Dust from Stillwater Shrine	Red	1	0		3				Draconic, Illusionist, Action, Ash		Material			Phantasm			**Material** - While this is under a permanent other than Miragai, that permanent has **phantasm**.	Draconic Illusionist Action - Ash				No	No	
KLL7GmCb6Pb9bQqmbm7Nw	Dust from the Chrome Caverns	Red	1	0		3				Draconic, Illusionist, Action, Ash		Material			Phantasm			**Material** - While this is under a permanent other than Cromai, that permanent gets **phantasm**.	Draconic Illusionist Action - Ash				No	No	
JC99fDzqfnbBCGkMCRhtw	Dust from the Fertile Fields	Red	1	0		3				Draconic, Illusionist, Action, Ash		Material			Phantasm			**Material** - While this is under a permanent other than Ouvia, that permanent gets **phantasm**.	Draconic Illusionist Action - Ash				No	No	
KfcLhpjL6Jc6Mr8WTQMdn	Dust from the Golden Plains	Red	1	0		3				Draconic, Illusionist, Action, Ash		Material			Phantasm			**Material** - While this is under a permanent other than Themai, that permanent gets **phantasm**.	Draconic Illusionist Action - Ash				No	No	
Gq8F9nHbQ6N8rrPzdhJzn	Dust from the Red Desert	Red	1	0		3				Draconic, Illusionist, Action, Ash		Material			Phantasm			**Material** - While this is under a permanent other than Vynserakai, that permanent gets **phantasm**.	Draconic Illusionist Action - Ash				No	No	
zKQg9cTc7WMNdRbq6pwRk	Dust from the Shadow Crypts	Red	1	0		3				Draconic, Illusionist, Action, Ash		Material			Phantasm			**Material** - While this is under a permanent other than Nekria, that permanent gets **phantasm**.	Draconic Illusionist Action - Ash				No	No	
kzcjwdh7jFzjBtQTp66Dz	Dustup	Red	1	0	4	3				Draconic, Illusionist, Action, Attack		Transform						When this hits, create an Ash token, then **transform** up to 1 ash you control into an Aether Ashwing.	Draconic Illusionist Action - Attack						
HkTf6CPMRKgDkntFLngDg	Dustup	Yellow	2	0	3	3				Draconic, Illusionist, Action, Attack		Transform						When this hits, create an Ash token, then **transform** up to 1 ash you control into an Aether Ashwing.	Draconic Illusionist Action - Attack						
t9JLzLpkTqwMQmzjkcDG8	Dustup	Blue	3	0	2	3				Draconic, Illusionist, Action, Attack		Transform						When this hits, create an Ash token, then **transform** up to 1 ash you control into an Aether Ashwing.	Draconic Illusionist Action - Attack						
gL8GpcfbDWqpFLBdnmHzp	Duty Bound Blitz	Red	1	0	5	2				Light, Action, Attack		Go again						"Play this only if a yellow card has been put into your soul this turn.

**Go again**"	Light Action - Attack						
MgpKjPckTnKBCqnGHmTGc	Duty Bound Blitz	Yellow	2	0	4	2				Light, Action, Attack		Go again						"Play this only if a yellow card has been put into your soul this turn.

**Go again**"	Light Action - Attack						
GbCfBtMKHCHWhffJQhfnC	Duty Bound Blitz	Blue	3	0	3	2				Light, Action, Attack		Go again						"Play this only if a yellow card has been put into your soul this turn.

**Go again**"	Light Action - Attack						
C7NCzqwTbKtcQKjwHRzBK	Dyadic Carapace					2				Runeblade, Equipment, Chest		Arcane Barrier 2, Temper						"**Arcane Barrier 2**

**Temper**"	Runeblade Equipment - Chest				No	No	
6DFGcBD8MKkJmGmFLwQbc	Dyed Silk Sleeves					1				Ninja, Equipment, Arms		Blade Break	Attack Reaction					"**Attack Reaction** - {r}, {t}, destroy a dagger you control that's not on the active chain link: Target Ninja attack action card on the active chain link gets +1{p}. When the chain link resolves, if the attack didn't hit, destroy this.

**Blade Break**"	Ninja Equipment - Arms						
tbfnpFfBddccMGLcDNbJC	Dynastic Dedication	Red	1	2		2				Draconic, Warrior, Attack Reaction								"This costs {r} less to play for each Draconic chain link you control.

Target dagger attack gets +3{p}."	Draconic Warrior Attack Reaction						
HPN7nhMQcqfdzzkQh6TjB	Dynastic Diadem					1				Draconic, Equipment, Head		Temper						"Fealty tokens you control can't be destroyed by opponents' effects.

If you control 3 or more Fealty tokens, this gets +1{d}.

**Temper**"	Draconic Equipment - Head				No	No	
hCkjMgHBTtbPccM6FfKmL	Earth Form	Red	1	3	7	2				Earth, Action, Attack								When this hits, create an Embodiment of Earth token.	Earth Action - Attack					No	
rbDcWtf9Dm6L9wrBj7Cnz	Earth Form	Yellow	2	3	6	2				Earth, Action, Attack								When this hits, create an Embodiment of Earth token.	Earth Action - Attack					No	
wrkDkLdGhJjTfPGzr68wM	Earth Form	Blue	3	3	5	2				Earth, Action, Attack								When this hits, create an Embodiment of Earth token.	Earth Action - Attack					No	
dd7RLKpk8jcWcN8JdQQDW	Earth's Embrace	Blue	3	1		2				Earth, Action, Aura		Go again						"**Go again**

At the beginning of your end phase, create an Embodiment of Earth token. Then, if you haven't banished an Earth card this turn, destroy this."	Earth Action - Aura				No	No	
qCwM6LGq87rrqGQFk8rKG	Earthlore Bounty					2				Guardian, Equipment, Chest		Temper						"Whenever you draw 1 or more cards from an action card effect, create that many Seismic Surge tokens.

**Temper**"	Guardian Equipment - Chest				No	No	
pMKqgFjgdR8rmMKpdjP7q	Earthlore Empowerment	Red	1	3		3				Guardian, Action, Aura								At the start of your turn, destroy this, then the next Guardian attack action card you play this turn costs {r} less to play and gets +5{p}.	Guardian Action - Aura				Yes	Yes	
gdK9Qh67JW8FkFB6MWPrC	Earthlore Empowerment	Yellow	2	3		3				Guardian, Action, Aura								At the start of your turn, destroy this, then the next Guardian attack action card you play this turn costs {r} less to play and gets +4{p}.	Guardian Action - Aura				Yes	Yes	
cmFpRgfCJfJWFWPBgc7dw	Earthlore Surge	Red	1	2		2				Earth, Action		Go again						"The next attack action card you play this turn gets +5{p}.

**Go again**"	Earth Action						
NBgwrrNmgPfftdLjbRMfm	Earthlore Surge	Yellow	2	2		2				Earth, Action		Go again						"The next attack action card you play this turn gets +4{p}.

**Go again**"	Earth Action						
j9QzcDTJGBRJgntCrH88m	Earthlore Surge	Blue	3	2		2				Earth, Action		Go again						"The next attack action card you play this turn gets +3{p}.

**Go again**"	Earth Action						
zC8NQNnj7RpgrR7LzKRmz	Ebbing Arcstride	Red	1	0	5	3				Lightning, Illusionist, Action, Attack		Go again, Fragment						"Whenever this fragments, it gets **go again**.

**Fragment**"	Lightning Illusionist Action - Attack						
HMqtjHBBrQMRpRGjkcPpD	Ebbing Arcstride	Yellow	2	0	4	3				Lightning, Illusionist, Action, Attack		Go again, Fragment						"Whenever this fragments, it gets **go again**.

**Fragment**"	Lightning Illusionist Action - Attack						
6HPNkbgGwRmTbRWQ7bmPf	Ebbing Arcstride	Blue	3	0	3	3				Lightning, Illusionist, Action, Attack		Go again, Fragment						"Whenever this fragments, it gets **go again**.

**Fragment**"	Lightning Illusionist Action - Attack						
RKDPjzdGtKWMQnNcHBdF8	Ebon Fold					0				Shadow, Equipment, Head		Spellvoid 2	Instant					"**Instant** - {r}, destroy this: Banish a card from your hand. If it's a Shadow card, draw a card.

**Spellvoid 2**"	Shadow Equipment - Head						
P8KtKdKjn8HN6rLmckJkP	Echo Casque					1				Brute, Equipment, Head		Battleworn					Beat Chest	"Whenever you beat chest, you may pay {r} and destroy this. If you do, draw a card.

**Battleworn**"	Brute Equipment - Head						
wzqz9DGw687RGfqhgBPBm	Echoflash	Yellow	2	1					1	Lightning, Wizard, Instant								"Deal 1 arcane damage to target hero.

When this is put into your graveyard from anywhere, your hero deals 1 arcane damage to target hero."	Lightning Wizard Instant				No	No	
8d6ttTRWRPwLQw9mcmfLz	Echoing Trap	Blue	3			3				Ranger, Block, Trap		Ambush						"**Ambush**

When this defends an attack action card with the same name as another card played this turn, the attacking hero discards a card."	Ranger Block - Trap				No	No	
wJcJBPNg8mD6m9778FnLn	Eclectic Magnetism	Red	1	1	5	3				Lightning, Action, Attack								When this attacks, you may play a non-attack action card this chain link as though it were an instant.	Lightning Action - Attack				No	No	
PDHFDfPrn8TwBGw6h7cFr	Eclipse	Blue	3	0						Shadow, Instant		Legendary, Chane Specialization					Blood Debt	"**Legendary Chane Specialization**

Play this only if you've played 6 or more cards with **blood debt** this turn. If you have, you may play this from your banished zone.

Create an Ursur, the Soul Reaper token."	Shadow Instant				No	No	
mJGB9zwRwKTg7zhpbPRnP	Eclipse Existence	Blue	3	0						Shadow, Instant								"Whenever an attack you control hits a Light hero this turn, you may banish a card from their soul. If they do, they lose 1{h}.

If you have more {h} than an opposing Light hero, you may banish an action card from your graveyard."	Shadow Instant						
J8WjCNLBmFtppjBfWqjtW	Edge Ahead	Red	1	1		3				Warrior, Action		Go again			Wager			"Your next Warrior attack this turn gets +3{p} and ""When this attacks a hero, you may **wager** an Agility token with them.""

**Go again**"	Warrior Action						
c6GzLGmQpLLQHMqQBLRNz	Edge Ahead	Yellow	2	1		3				Warrior, Action		Go again			Wager			"Your next Warrior attack this turn gets +2{p} and ""When this attacks a hero, you may **wager** an Agility token with them.""

**Go again**"	Warrior Action						
mPWjQbHQmbd8nr8jWdhJH	Edge Ahead	Blue	3	1		3				Warrior, Action		Go again			Wager			"Your next Warrior attack this turn gets +1{p} and ""When this attacks a hero, you may **wager** an Agility token with them.""

**Go again**"	Warrior Action						
hc9pkdhJ9qW6H7grMcjCR	Edge Laden Plate					1				Warrior, Equipment, Chest		Battleworn	Instant				Sharpen	"**Instant** - Destroy this: Gain {r}. Activate this only if you've sharpened a sword this turn.

**Battleworn**"	Warrior Equipment - Chest						
FfRMHD8fbLP7FjLJdmbtM	Edge of Autumn				1					Ninja, Weapon, Sword, 2H			Once per Turn Action	Attack, Go again				**Once per Turn Action** - {r}: **Attack**. **Go again**	Ninja Weapon - Sword (2H)						
KGkThWpJmzJc6hDrhhCbH	Edge of Their Seats	Red	1	3		3				Guardian, Instant, Aura		Suspense						"**Suspense**

When this leaves the arena, your next attack this turn gets +5{p}."	Guardian Instant - Aura						
gKQCQDMCGjNqJJDzQ8tbR	Edge of Their Seats	Yellow	2	3		3				Guardian, Instant, Aura		Suspense						"**Suspense**

When this leaves the arena, your next attack this turn gets +4{p}."	Guardian Instant - Aura						
MTjzGdRDGRGGqHmpn6zCH	Edge of Their Seats	Blue	3	3		3				Guardian, Instant, Aura		Suspense						"**Suspense**

When this leaves the arena, your next attack this turn gets +3{p}."	Guardian Instant - Aura						
wKQrdNKc6tbpWbGfNDtcn	Edict of Steel	Red	1	0		3				Warrior, Action		Sharpen, Go again						"**Sharpen** target sword you control.

If it has 1 or more +1{p} counters, create a Flurry token.

**Go again**"	Warrior Action						
mTCJbPqB8m8hRTcQCHD7t	Edict of Steel	Yellow	2	0		3				Warrior, Action		Sharpen, Go again						"**Sharpen** target sword you control.

If it has 2 or more +1{p} counters, create a Flurry token.

**Go again**"	Warrior Action						
j8LdzKwQwGdHJffPKcntM	Edict of Steel	Blue	3	0		3				Warrior, Action		Sharpen, Go again						"**Sharpen** target sword you control.

If it has 3 or more +1{p} counters, create a Flurry token.

**Go again**"	Warrior Action						
6KnWFFJk9CkMRMMc8LJ8n	Eirina's Prayer	Red	1	1						Generic, Instant								Reveal the top card of your deck. Prevent the next X arcane damage that would be dealt to you this turn, where X is 6 minus the pitch value of the card revealed this way.	Generic Instant					No	
