Unique ID	Card Unique ID	Card Name	Card Pitch	Card ID	Set Printing Unique ID	Set ID	Edition	Rarity	Foiling	Art Variation	Artist	Flavor Text	Image URL	TCGPlayer ID																																							
Lp9M8dhr86FdKCkQQmKz7	G7bRDqbhCJD76fH77Mfm7	Art of War	2	ARC160	fJhkbkJH6WPtr8ztNTcp9	ARC	F	M	S		Igor Heras		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC160.png	225892																																							
7CmcqtQ8KBfDgzQQj79bt	G7bRDqbhCJD76fH77Mfm7	Art of War	2	ARC160	fJhkbkJH6WPtr8ztNTcp9	ARC	F	M	R		Igor Heras		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC160.png	225892																																							
NgbPccnrRN8tcdbjgTJjK	G7bRDqbhCJD76fH77Mfm7	Art of War	2	ARC160	CwPrBwgWTjRL9kPchD6G7	ARC	U	M	S		Igor Heras		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC160.png	225892																																							
fwkFwdFgm9hzNnkmMMTHd	G7bRDqbhCJD76fH77Mfm7	Art of War	2	ARC160	CwPrBwgWTjRL9kPchD6G7	ARC	U	M	R		Igor Heras		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC160.png	225892																																							
9Kg7rjDJCfLKD8RNFBCFg	PFbQN9BfpLzzgrmGMrBzb	Pursuit of Knowledge	3	ARC161	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	S		Sooraj Babu		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC161.png	225891																																							
rW9cGMbtwjgKRjMGggLqR	PFbQN9BfpLzzgrmGMrBzb	Pursuit of Knowledge	3	ARC161	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	R		Sooraj Babu		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC161.png	225891																																							
HcQFmdTJfWjWd6RPzrwpH	PFbQN9BfpLzzgrmGMrBzb	Pursuit of Knowledge	3	ARC161	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	S		Sooraj Babu		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC161.png	225891																																							
kQnFcb7QPQLKPdnnwCbdb	PFbQN9BfpLzzgrmGMrBzb	Pursuit of Knowledge	3	ARC161	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	R		Sooraj Babu		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC161.png	225891																																							
QzhbPWPTr6rznfwzRcQtT	kmWrWK6PhLjLdr86QDDWP	Chains of Eminence	1	ARC162	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	S		Nathaniel Himawan		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC162.png	225888																																							
QmJqmGLJQkdLPbnCcJqHP	kmWrWK6PhLjLdr86QDDWP	Chains of Eminence	1	ARC162	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	R		Nathaniel Himawan		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC162.png	225888																																							
FLQDgKjHbk8cwd9gMj9CG	kmWrWK6PhLjLdr86QDDWP	Chains of Eminence	1	ARC162	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	S		Nathaniel Himawan		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC162.png	225888																																							
zjJwztDnfwHQ7BWnfzGgn	kmWrWK6PhLjLdr86QDDWP	Chains of Eminence	1	ARC162	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	R		Nathaniel Himawan		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC162.png	225888																																							
8QK6WC9b9tDdtf7GwHhTL	CCwMfr7DptzKNpLPDwtDc	Rusted Relic	3	ARC163	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	S		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC163.png	225887																																							
TtNMtjDDcrfjtzJbKnkfk	CCwMfr7DptzKNpLPDwtDc	Rusted Relic	3	ARC163	fJhkbkJH6WPtr8ztNTcp9	ARC	F	S	R		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC163.png	225887																																							
6RJ77bh8HWLFgwH9T6Rgz	CCwMfr7DptzKNpLPDwtDc	Rusted Relic	3	ARC163	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	S		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC163.png	225887																																							
8hfhLk8zjjFCDBWndTPtk	CCwMfr7DptzKNpLPDwtDc	Rusted Relic	3	ARC163	CwPrBwgWTjRL9kPchD6G7	ARC	U	S	R		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC163.png	225887																																							
fMqQQTb877whwndQtfNCN	qqzmLCbJJ6nwQGtzrJMcL	Life for a Life	1	ARC164	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC164.png	225883																																							
dQqnQbWfpzFMQGgrzqgnD	qqzmLCbJJ6nwQGtzrJMcL	Life for a Life	1	ARC164	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC164.png	225883																																							
QGNm8TCkG8mQHjRtJM7bT	qqzmLCbJJ6nwQGtzrJMcL	Life for a Life	1	ARC164	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC164.png	225883																																							
h6PBTnwKd7MHFP9F9LDDk	qqzmLCbJJ6nwQGtzrJMcL	Life for a Life	1	ARC164	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC164.png	225883																																							
b9qwDHzq6FGT77pGDHj7r	9HfD8KjKKWFc6CfCjKp9p	Life for a Life	2	ARC165	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC165.png	225884																																							
KQGKTGfJn6pmpTthGBN6F	9HfD8KjKKWFc6CfCjKp9p	Life for a Life	2	ARC165	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC165.png	225884																																							
njH8kL7wWkhKHnPwPHjm7	9HfD8KjKKWFc6CfCjKp9p	Life for a Life	2	ARC165	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC165.png	225884																																							
Tc98Q7HTDGkkpgkfwKNfr	9HfD8KjKKWFc6CfCjKp9p	Life for a Life	2	ARC165	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC165.png	225884																																							
kPMHWzJtMdr6kg9ptWjM6	qGLzQjzncCQztM6QrtwPn	Life for a Life	3	ARC166	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC166.png	225885																																							
fK8MPrrPLfdr8QC9fCbgk	qGLzQjzncCQztM6QrtwPn	Life for a Life	3	ARC166	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC166.png	225885																																							
pTqmCHn9rWBpfpQgjwjkb	qGLzQjzncCQztM6QrtwPn	Life for a Life	3	ARC166	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC166.png	225885																																							
LqpJHbBmpWPCBFwMwnKQK	qGLzQjzncCQztM6QrtwPn	Life for a Life	3	ARC166	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Regina Krivolapova	"""And when I drain the very last drop of blood from your veins, when you struggle to draw breath into your failing lungs… It still won't be enough."" - Ateia"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC166.png	225885																																							
KTGBNgHTRzzqCgBFtCLkw	cjpL88F8RRRbwDm8bwqqJ	Enchanting Melody	1	ARC167	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC167.png	225865																																							
tw6Qwt8WNk8d6kMBD6dNB	cjpL88F8RRRbwDm8bwqqJ	Enchanting Melody	1	ARC167	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC167.png	225865																																							
JQpfFTfDphKPccczdR8Jg	cjpL88F8RRRbwDm8bwqqJ	Enchanting Melody	1	ARC167	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC167.png	225865																																							
kP9prb9MnbHbKC9kwjRHk	cjpL88F8RRRbwDm8bwqqJ	Enchanting Melody	1	ARC167	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC167.png	225865																																							
dDKmWBKgJLdjzdpGjdcD8	LKNtHHFMTDbfMHnGLM9Wm	Enchanting Melody	2	ARC168	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC168.png	225866																																							
nmQWF8qWj9B6JktJNznBD	LKNtHHFMTDbfMHnGLM9Wm	Enchanting Melody	2	ARC168	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC168.png	225866																																							
kJn6q87Mr6rhDpzrmrQdH	LKNtHHFMTDbfMHnGLM9Wm	Enchanting Melody	2	ARC168	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC168.png	225866																																							
PMPr8M8RTNbBzKC9KfWB9	LKNtHHFMTDbfMHnGLM9Wm	Enchanting Melody	2	ARC168	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC168.png	225866																																							
7qqTzLGC7rhnBNrmRbcjC	8NnRnhhcQHKqCL97TN8gP	Enchanting Melody	3	ARC169	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC169.png	225867																																							
DqNKwRqjPH6f6Mk8nn68b	8NnRnhhcQHKqCL97TN8gP	Enchanting Melody	3	ARC169	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC169.png	225867																																							
hMjFQF7wgjKcr79WjrWkF	8NnRnhhcQHKqCL97TN8gP	Enchanting Melody	3	ARC169	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC169.png	225867																																							
BLj7wzFrbpcPpgGDPd6Rb	8NnRnhhcQHKqCL97TN8gP	Enchanting Melody	3	ARC169	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Cristián Huerta		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC169.png	225867																																							
PK7PFB6PGJgkLMTjq8tfN	fwF67FGHHq7rCKdPRz77f	Plunder Run	1	ARC170	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC170.png	225868																																							
NkF7WBpcFdNbCTcGTmQmj	fwF67FGHHq7rCKdPRz77f	Plunder Run	1	ARC170	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC170.png	225868																																							
6tRfBpjmWrmkFbtNJpc6d	fwF67FGHHq7rCKdPRz77f	Plunder Run	1	ARC170	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC170.png	225868																																							
K6hPttkdnFRHLrn9rpNH9	fwF67FGHHq7rCKdPRz77f	Plunder Run	1	ARC170	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC170.png	225868																																							
WWgqkTWRPcQgN7HKpr9BD	7MGt8wLQqdFk9F8LBQnD9	Plunder Run	2	ARC171	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC171.png	225869																																							
gdz99KfHmfdWQNDkFLNTb	7MGt8wLQqdFk9F8LBQnD9	Plunder Run	2	ARC171	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC171.png	225869																																							
fT6d8tGDcPHPCPCqzbwtT	7MGt8wLQqdFk9F8LBQnD9	Plunder Run	2	ARC171	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC171.png	225869																																							
6NGKLwdfFMMJ8qbwwWqfj	7MGt8wLQqdFk9F8LBQnD9	Plunder Run	2	ARC171	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC171.png	225869																																							
NCHjJhRpjmN86hcLjtJw7	rpFFbrjQdDFGHgtwmjqKP	Plunder Run	3	ARC172	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC172.png	225870																																							
NH6khKWCmrjWJDFnR7C9h	rpFFbrjQdDFGHgtwmjqKP	Plunder Run	3	ARC172	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC172.png	225870																																							
RjLGBGcnrJrQ9DDHtqtGM	rpFFbrjQdDFGHgtwmjqKP	Plunder Run	3	ARC172	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC172.png	225870																																							
8RbWhpmKqQPPzhDqd8gwf	rpFFbrjQdDFGHgtwmjqKP	Plunder Run	3	ARC172	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Immanuela Crovius		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC172.png	225870																																							
d6Kz67JQcWfmRR9JbtGDn	6KnWFFJk9CkMRMMc8LJ8n	Eirina's Prayer	1	ARC173	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC173.png	225871																																							
9BrPFkw8gMTCr7jj8dJ7R	6KnWFFJk9CkMRMMc8LJ8n	Eirina's Prayer	1	ARC173	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R	AT	Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC173-RF.png	225871																																							
k7CN7Wpb6fNHQbmJQkctg	6KnWFFJk9CkMRMMc8LJ8n	Eirina's Prayer	1	ARC173	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC173.png	225871																																							
7zQ7FDfhHzGHfTRhCTbfJ	6KnWFFJk9CkMRMMc8LJ8n	Eirina's Prayer	1	ARC173	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC173.png	225871																																							
J766Lbp7mwdtt8Dgjrjcd	kmz8jrQKpgQbqpTJFzJ6N	Eirina's Prayer	2	ARC174	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC174.png	225872																																							
Rmc9DgDzchkNM6jL6PtfH	kmz8jrQKpgQbqpTJFzJ6N	Eirina's Prayer	2	ARC174	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R	AT	Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC174-RF.png	225872																																							
6fgk9ttzJGdtFnmhzQRnF	kmz8jrQKpgQbqpTJFzJ6N	Eirina's Prayer	2	ARC174	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC174.png	225872																																							
PmmFknDzzWC68B8H7w7Ld	kmz8jrQKpgQbqpTJFzJ6N	Eirina's Prayer	2	ARC174	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC174.png	225872																																							
QmrBFT7zzpPTJDcTbDcKJ	CMGR6k8cP8rmnMww6JrKK	Eirina's Prayer	3	ARC175	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	S		Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC175.png	225873																																							
gnFRJmp9wdhT8kPQd8h7k	CMGR6k8cP8rmnMww6JrKK	Eirina's Prayer	3	ARC175	fJhkbkJH6WPtr8ztNTcp9	ARC	F	R	R	AT	Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC175-RF.png	225873																																							
FJhLzNrTQR6F9JWQkfBD6	CMGR6k8cP8rmnMww6JrKK	Eirina's Prayer	3	ARC175	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	S		Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC175.png	225873																																							
RRFPmpBbTTBF6pJzdjbBz	CMGR6k8cP8rmnMww6JrKK	Eirina's Prayer	3	ARC175	CwPrBwgWTjRL9kPchD6G7	ARC	U	R	R		Reza Afshar		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC175.png	225873																																							
qNLRq7pndGmgjgFBC8t9G	kFW8PcC89jw6rGKkhfpBt	Back Alley Breakline	1	ARC176	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC176.png	225794																																							
dNw8bNjh7PR6cwzKqdF6W	kFW8PcC89jw6rGKkhfpBt	Back Alley Breakline	1	ARC176	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC176.png	225794																																							
DKPgCFKFMWgkNTMbDnRz6	kFW8PcC89jw6rGKkhfpBt	Back Alley Breakline	1	ARC176	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC176.png	225794																																							
BpFKdJ8PtChKMrG6F8QmC	kFW8PcC89jw6rGKkhfpBt	Back Alley Breakline	1	ARC176	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC176.png	225794																																							
zd6Fd7QB7mfHNwWhDFB9c	cDffzzbmtNH8rNmk9TpQW	Back Alley Breakline	2	ARC177	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC177.png	225795																																							
zFpQ6fwLhhbgwQ7mzdCTW	cDffzzbmtNH8rNmk9TpQW	Back Alley Breakline	2	ARC177	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC177.png	225795																																							
MpjWDR8wj9bfB9bRDCLBb	cDffzzbmtNH8rNmk9TpQW	Back Alley Breakline	2	ARC177	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC177.png	225795																																							
JbDMkbBzjHM79GFkkpWfj	cDffzzbmtNH8rNmk9TpQW	Back Alley Breakline	2	ARC177	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC177.png	225795																																							
RRqJ9LwzfFtjQFNqnbmk8	RkMDk6MdKNGzhKnnPkLnD	Back Alley Breakline	3	ARC178	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC178.png	225798																																							
KKW8gNQgHkPCGmnTRPTqr	RkMDk6MdKNGzhKnnPkLnD	Back Alley Breakline	3	ARC178	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC178.png	225798																																							
mj7wMfNPFRDmkGJgndPJj	RkMDk6MdKNGzhKnnPkLnD	Back Alley Breakline	3	ARC178	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC178.png	225798																																							
qmqRNgcGPQWtpCRjJ7n7h	RkMDk6MdKNGzhKnnPkLnD	Back Alley Breakline	3	ARC178	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Pavel Chuvin	"""This is going to hurt your wallet more than your arm."" - Doctor Mortimer, 'The Fixer'"	https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC178.png	225798																																							
J7BdL9kjBdbcgpkhrjRqk	9N8KCpFCwjdCgn8CBMQfg	Cadaverous Contraband	1	ARC179	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC179.png	225801																																							
nB9TJGkLKBzwJnGTkHBjr	9N8KCpFCwjdCgn8CBMQfg	Cadaverous Contraband	1	ARC179	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC179.png	225801																																							
tjmLNbthnJrbqGqNdLfMD	9N8KCpFCwjdCgn8CBMQfg	Cadaverous Contraband	1	ARC179	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC179.png	225801																																							
Ln7mH6TJdT8p6cNdKntqk	9N8KCpFCwjdCgn8CBMQfg	Cadaverous Contraband	1	ARC179	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC179.png	225801																																							
PfqHPqTJHH68h67TFgjHm	RKW7z89gLBwpKqrWPfgHH	Cadaverous Contraband	2	ARC180	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC180.png	225802																																							
mGpKB9kMm7kRhkQMmjJRj	RKW7z89gLBwpKqrWPfgHH	Cadaverous Contraband	2	ARC180	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC180.png	225802																																							
DTHppnQqrmDpFdtDPzD9M	RKW7z89gLBwpKqrWPfgHH	Cadaverous Contraband	2	ARC180	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC180.png	225802																																							
PgtphPf99JtcDKt7mThnQ	RKW7z89gLBwpKqrWPfgHH	Cadaverous Contraband	2	ARC180	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	R		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC180.png	225802																																							
zDHf7DPPfqCcRz8gjPMbW	wzF9jpgGN8tPLtfrtrHfm	Cadaverous Contraband	3	ARC181	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	S		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC181.png	225803																																							
kqn7Ht6rcQJR8FL6wbTW7	wzF9jpgGN8tPLtfrtrHfm	Cadaverous Contraband	3	ARC181	fJhkbkJH6WPtr8ztNTcp9	ARC	F	C	R		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC181.png	225803																																							
FPHRRzQhdtz8NP8tNQrn9	wzF9jpgGN8tPLtfrtrHfm	Cadaverous Contraband	3	ARC181	CwPrBwgWTjRL9kPchD6G7	ARC	U	C	S		Alexey Peregrudov		https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC181.png	225803																																							
